case_id,category,profile_index,profile_payload_hex,key_count,fidelity_unorm16,key_rate_uq8_8,qber_unorm16,expected_weight_uq16_16_hex,expected_feasible,terms_hex
610,finite_saturation,2,14399,65535,2,257,65535,FFFFFFFE,1,1:FFFF0000:7F80:30000
611,finite_exact,2,14399,15,32768,1024,65535,0007310D,1,1111:3FFFC:2000:30000
612,finite_saturation,2,14399,4,1,1,65535,FFFFFFFE,1,4000:1FFFE0000:800000:30000
613,finite_exact,2,14399,8,32767,65535,32768,0005A086,1,2000:40004:80:18002
614,finite_exact,2,14399,7,3,128,65534,AAAE248F,1,2492:AAAA0000:10000:2FFFD
615,finite_saturation,2,14399,3,2,256,32768,FFFFFFFE,1,5555:FFFF0000:8000:18002
616,finite_exact,2,14399,2,65534,257,2,0002FF88,1,8000:20002:7F80:6
617,finite_exact,2,14399,31,3,1024,1,AAAA2845,1,842:AAAA0000:2000:3
618,finite_saturation,2,14399,2,2,128,65534,FFFFFFFE,1,8000:FFFF0000:10000:2FFFD
619,finite_exact,2,14399,8,65535,255,2,0002A087,1,2000:20000:8081:6
620,finite_saturation,2,14399,8,2,2,65535,FFFFFFFE,1,2000:FFFF0000:400000:30000
621,finite_exact,2,14399,2,65534,256,65535,00060002,1,8000:20002:8000:30000
622,finite_exact,2,14399,8,32768,127,32767,0006A1FE,1,2000:3FFFC:10204:17FFE
623,finite_exact,2,14399,255,65534,255,2,0002818A,1,101:20002:8081:6
624,finite_exact,2,14399,65535,65535,3,0,002CAAAC,1,1:20000:2AAAAB:0
625,finite_exact,2,14399,65535,32768,2,32768,00457FFF,1,1:3FFFC:400000:18002
626,finite_exact,2,14399,1024,65534,128,65535,00060042,1,40:20002:10000:30000
627,finite_exact,2,14399,65535,32768,1,0,0083FFFD,1,1:3FFFC:800000:0
628,finite_exact,2,14399,15,65534,256,32768,00041115,1,1111:20002:8000:18002
629,finite_exact,2,14399,16,65535,1024,0,00023000,1,1000:20000:2000:0
630,finite_exact,2,14399,31,65535,256,65535,00058842,1,842:20000:8000:30000
631,finite_saturation,2,14399,1,2,257,32768,FFFFFFFE,1,10000:FFFF0000:7F80:18002
632,finite_exact,2,14399,255,3,128,65534,AAAE00FE,1,101:AAAA0000:10000:2FFFD
633,finite_exact,2,14399,2,32767,255,2,0005008B,1,8000:40004:8081:6
634,finite_saturation,2,14399,31,1,1,1,FFFFFFFE,1,842:1FFFE0000:800000:3
635,finite_exact,2,14399,7,58982,2,32767,0043DD72,1,2492:238E2:400000:17FFE
636,finite_exact,2,14399,3,65534,257,32768,000454D9,1,5555:20002:7F80:18002
637,finite_exact,2,14399,65535,3,1024,65535,AAAD2001,1,1:AAAA0000:2000:30000
638,finite_exact,2,14399,2,3,65535,2,AAAA8086,1,8000:AAAA0000:80:6
639,finite_saturation,2,14399,1024,1,127,2,FFFFFFFE,1,40:1FFFE0000:10204:6
640,finite_exact,2,14399,4,65534,1,65535,00854002,1,4000:20002:800000:30000
641,finite_exact,2,14399,1024,32767,1,32767,00858042,1,40:40004:800000:17FFE
642,finite_saturation,2,14399,1024,1,2,2,FFFFFFFE,1,40:1FFFE0000:400000:6
643,finite_exact,2,14399,16,65534,3,0,002CBAAD,1,1000:20002:2AAAAB:0
644,finite_exact,2,14399,255,65534,257,32767,00040081,1,101:20002:7F80:17FFE
645,finite_exact,2,14399,8,32768,127,32767,0006A1FE,1,2000:3FFFC:10204:17FFE
646,finite_exact,2,14399,31,58982,256,32767,00044122,1,842:238E2:8000:17FFE
647,finite_exact,2,14399,1,3,128,65534,AAAEFFFD,1,10000:AAAA0000:10000:2FFFD
648,finite_exact,2,14399,3,65535,3,1,002D0003,1,5555:20000:2AAAAB:3
649,finite_exact,2,14399,2,32767,1,32768,00860006,1,8000:40004:800000:18002
650,finite_exact,2,14399,16,3,255,1,AAAA9084,1,1000:AAAA0000:8081:3
651,finite_exact,2,14399,4,2,257,1,FFFFBF83,1,4000:FFFF0000:7F80:3
652,finite_exact,2,14399,15,32768,3,65535,0031BBB8,1,1111:3FFFC:2AAAAB:30000
653,finite_exact,2,14399,15,58982,65535,0,00024A73,1,1111:238E2:80:0
654,finite_exact,2,14399,8,65535,1024,32767,0003BFFE,1,2000:20000:2000:17FFE
655,finite_exact,2,14399,1024,65535,65535,65534,000500BD,1,40:20000:80:2FFFD
656,finite_exact,2,14399,7,3,255,2,AAAAA519,1,2492:AAAA0000:8081:6
657,finite_exact,2,14399,1,65535,255,32768,00050083,1,10000:20000:8081:18002
658,finite_exact,2,14399,1,58982,257,2,0003B868,1,10000:238E2:7F80:6
659,finite_exact,2,14399,7,3,3,65535,AAD7CF3D,1,2492:AAAA0000:2AAAAB:30000
660,finite_exact,2,14399,3,2,65535,2,FFFF55DB,1,5555:FFFF0000:80:6
661,finite_exact,2,14399,8,32768,1024,32768,0005BFFE,1,2000:3FFFC:2000:18002
662,finite_exact,2,14399,8,32767,1024,65535,00074004,1,2000:40004:2000:30000
663,finite_exact,2,14399,31,32768,257,2,000487C4,1,842:3FFFC:7F80:6
664,finite_exact,2,14399,15,65535,1,1,00821114,1,1111:20000:800000:3
665,finite_saturation,2,14399,2,2,1024,32768,FFFFFFFE,1,8000:FFFF0000:2000:18002
666,finite_exact,2,14399,15,65534,3,32767,002E3BBC,1,1111:20002:2AAAAB:17FFE
667,finite_exact,2,14399,8,32767,255,2,0004A08B,1,2000:40004:8081:6
668,finite_exact,2,14399,2,58982,255,65535,00063963,1,8000:238E2:8081:30000
669,finite_saturation,2,14399,2,2,255,65535,FFFFFFFE,1,8000:FFFF0000:8081:30000
670,finite_saturation,2,14399,8,2,256,65535,FFFFFFFE,1,2000:FFFF0000:8000:30000
671,finite_exact,2,14399,16,32768,255,65535,0007907D,1,1000:3FFFC:8081:30000
672,finite_saturation,2,14399,8,2,127,32767,FFFFFFFE,1,2000:FFFF0000:10204:17FFE
673,finite_exact,2,14399,7,32767,1024,32767,0005C494,1,2492:40004:2000:17FFE
674,finite_saturation,2,14399,255,1,1,1,FFFFFFFE,1,101:1FFFE0000:800000:3
675,finite_exact,2,14399,255,3,65535,65534,AAAD017E,1,101:AAAA0000:80:2FFFD
676,finite_exact,2,14399,7,65534,2,32767,0043A492,1,2492:20002:400000:17FFE
677,finite_exact,2,14399,31,58982,128,65534,00064121,1,842:238E2:10000:2FFFD
678,finite_exact,2,14399,255,65535,127,65535,00060305,1,101:20000:10204:30000
679,finite_exact,2,14399,1024,58982,3,65535,002FE3CD,1,40:238E2:2AAAAB:30000
680,finite_exact,2,14399,1024,32767,256,1,00048047,1,40:40004:8000:3
681,finite_exact,2,14399,255,65535,65535,32768,00038183,1,101:20000:80:18002
682,finite_exact,2,14399,255,65534,3,1,002CABB1,1,101:20002:2AAAAB:3
683,finite_exact,2,14399,2,32768,1024,2,0004A002,1,8000:3FFFC:2000:6
684,finite_exact,2,14399,255,65535,2,1,00420104,1,101:20000:400000:3
685,finite_exact,2,14399,8,65535,3,2,002CCAB1,1,2000:20000:2AAAAB:6
686,finite_exact,2,14399,2,32767,127,65534,00088205,1,8000:40004:10204:2FFFD
687,finite_exact,2,14399,8,3,2,32768,AAEBA002,1,2000:AAAA0000:400000:18002
688,finite_exact,2,14399,31,32768,257,32768,000607C0,1,842:3FFFC:7F80:18002
689,finite_exact,2,14399,1024,3,256,0,AAAA8040,1,40:AAAA0000:8000:0
690,finite_saturation,2,14399,31,1,127,2,FFFFFFFE,1,842:1FFFE0000:10204:6
691,finite_exact,2,14399,1024,65535,127,0,00030244,1,40:20000:10204:0
692,finite_exact,2,14399,1024,3,257,0,AAAA7FC0,1,40:AAAA0000:7F80:0
693,finite_saturation,2,14399,15,2,3,2,FFFFFFFE,1,1111:FFFF0000:2AAAAB:6
694,finite_saturation,2,14399,65535,1,1,32767,FFFFFFFE,1,1:1FFFE0000:800000:17FFE
695,finite_exact,2,14399,16,32767,128,2,0005100A,1,1000:40004:10000:6
696,finite_exact,2,14399,4,32768,128,32767,0006BFFA,1,4000:3FFFC:10000:17FFE
697,finite_exact,2,14399,3,3,255,32767,AAAC55D4,1,5555:AAAA0000:8081:17FFE
698,finite_exact,2,14399,15,32767,256,1,00049118,1,1111:40004:8000:3
699,finite_saturation,2,14399,15,2,2,32768,FFFFFFFE,1,1111:FFFF0000:400000:18002
700,finite_saturation,2,14399,7,2,1,32767,FFFFFFFE,1,2492:FFFF0000:800000:17FFE
701,finite_saturation,2,14399,8,1,65535,65535,FFFFFFFE,1,2000:1FFFE0000:80:30000
702,finite_exact,2,14399,31,3,257,65534,AAAD87BF,1,842:AAAA0000:7F80:2FFFD
703,finite_saturation,2,14399,2,1,256,65534,FFFFFFFE,1,8000:1FFFE0000:8000:2FFFD
704,finite_exact,2,14399,15,65534,3,2,002CBBC4,1,1111:20002:2AAAAB:6
705,finite_exact,2,14399,1024,65534,65535,2,000200C8,1,40:20002:80:6
706,finite_exact,2,14399,4,65534,255,1,0002C086,1,4000:20002:8081:3
707,finite_exact,2,14399,255,65534,127,32768,00048309,1,101:20002:10204:18002
708,finite_exact,2,14399,4,32768,128,1,00053FFF,1,4000:3FFFC:10000:3
709,finite_exact,2,14399,65535,32768,256,32768,0005FFFF,1,1:3FFFC:8000:18002
710,finite_exact,2,14399,16,65534,1024,1,00023005,1,1000:20002:2000:3
711,finite_exact,2,14399,255,58982,255,1,0002BA67,1,101:238E2:8081:3
712,finite_exact,2,14399,1,65534,2,0,00430002,1,10000:20002:400000:0
713,finite_exact,2,14399,15,3,257,2,AAAA9097,1,1111:AAAA0000:7F80:6
714,finite_saturation,2,14399,3,2,128,32767,FFFFFFFE,1,5555:FFFF0000:10000:17FFE
715,finite_exact,2,14399,31,65535,1024,32767,0003A840,1,842:20000:2000:17FFE
716,finite_exact,2,14399,2,65535,256,65535,00060000,1,8000:20000:8000:30000
717,finite_saturation,2,14399,15,1,65535,32768,FFFFFFFE,1,1111:1FFFE0000:80:18002
718,finite_exact,2,14399,1,32768,2,65535,0047FFFC,1,10000:3FFFC:400000:30000
719,finite_exact,2,14399,1024,3,257,1,AAAA7FC3,1,40:AAAA0000:7F80:3
720,finite_exact,2,14399,2,32768,127,32768,00070202,1,8000:3FFFC:10204:18002
721,finite_saturation,2,14399,16,2,1,65534,FFFFFFFE,1,1000:FFFF0000:800000:2FFFD
722,finite_exact,2,14399,16,58982,256,65534,0005C8DF,1,1000:238E2:8000:2FFFD
723,finite_exact,2,14399,1024,58982,65535,65534,0005399F,1,40:238E2:80:2FFFD
724,finite_saturation,2,14399,65535,1,255,65534,FFFFFFFE,1,1:1FFFE0000:8081:2FFFD
725,finite_exact,2,14399,31,32767,127,32768,00068A4C,1,842:40004:10204:18002
726,finite_saturation,2,14399,4,2,128,1,FFFFFFFE,1,4000:FFFF0000:10000:3
727,finite_exact,2,14399,1,32768,257,32768,0006FF7E,1,10000:3FFFC:7F80:18002
728,finite_saturation,2,14399,3,1,128,65535,FFFFFFFE,1,5555:1FFFE0000:10000:30000
729,finite_exact,2,14399,31,3,255,65535,AAAD88C3,1,842:AAAA0000:8081:30000
730,finite_exact,2,14399,7,2,255,2,FFFFA519,1,2492:FFFF0000:8081:6
731,finite_exact,2,14399,16,3,257,65534,AAAD8F7D,1,1000:AAAA0000:7F80:2FFFD
732,finite_saturation,2,14399,3,1,65535,2,FFFFFFFE,1,5555:1FFFE0000:80:6
733,finite_exact,2,14399,31,3,3,2,AAD4B2F3,1,842:AAAA0000:2AAAAB:6
734,finite_saturation,2,14399,7,1,128,0,FFFFFFFE,1,2492:1FFFE0000:10000:0
735,finite_saturation,2,14399,1,2,1,32768,FFFFFFFE,1,10000:FFFF0000:800000:18002
736,finite_saturation,2,14399,15,2,255,65534,FFFFFFFE,1,1111:FFFF0000:8081:2FFFD
737,finite_saturation,2,14399,1024,1,128,0,FFFFFFFE,1,40:1FFFE0000:10000:0
738,finite_exact,2,14399,255,65534,257,1,00028086,1,101:20002:7F80:3
739,finite_saturation,2,14399,31,1,256,2,FFFFFFFE,1,842:1FFFE0000:8000:6
740,finite_saturation,2,14399,255,2,1,65534,FFFFFFFE,1,101:FFFF0000:800000:2FFFD
741,finite_saturation,2,14399,16,2,255,65534,FFFFFFFE,1,1000:FFFF0000:8081:2FFFD
742,finite_exact,2,14399,1024,58982,1024,1,00025925,1,40:238E2:2000:3
743,finite_saturation,2,14399,1,2,256,2,FFFFFFFE,1,10000:FFFF0000:8000:6
744,finite_saturation,2,14399,15,2,1,65534,FFFFFFFE,1,1111:FFFF0000:800000:2FFFD
745,finite_exact,2,14399,255,32767,255,65534,00078183,1,101:40004:8081:2FFFD
746,finite_saturation,2,14399,7,2,256,32767,FFFFFFFE,1,2492:FFFF0000:8000:17FFE
747,finite_exact,2,14399,15,32767,256,32768,00061117,1,1111:40004:8000:18002
748,finite_exact,2,14399,31,58982,255,32768,000441A7,1,842:238E2:8081:18002
749,finite_exact,2,14399,1,65534,2,32767,00448000,1,10000:20002:400000:17FFE
750,finite_exact,2,14399,3,32768,2,32767,0045D54F,1,5555:3FFFC:400000:17FFE
751,finite_exact,2,14399,16,3,2,2,AAEA1006,1,1000:AAAA0000:400000:6
752,finite_exact,2,14399,8,32767,1,32767,0085A002,1,2000:40004:800000:17FFE
753,finite_exact,2,14399,65535,58982,127,65535,00063AE7,1,1:238E2:10204:30000
754,finite_exact,2,14399,255,3,127,32768,AAAC8307,1,101:AAAA0000:10204:18002
755,finite_exact,2,14399,3,65534,3,65534,002FFFFF,1,5555:20002:2AAAAB:2FFFD
756,finite_exact,2,14399,16,65534,257,1,00028F85,1,1000:20002:7F80:3
757,finite_saturation,2,14399,15,1,257,32768,FFFFFFFE,1,1111:1FFFE0000:7F80:18002
758,finite_exact,2,14399,1,65535,65535,65534,0006007D,1,10000:20000:80:2FFFD
759,finite_exact,2,14399,8,32767,256,32767,00062002,1,2000:40004:8000:17FFE
760,finite_exact,2,14399,3,58982,257,32767,00048DB5,1,5555:238E2:7F80:17FFE
761,finite_exact,2,14399,16,58982,2,32767,0043C8E0,1,1000:238E2:400000:17FFE
762,finite_exact,2,14399,15,32768,127,0,00051311,1,1111:3FFFC:10204:0
763,finite_exact,2,14399,8,32767,255,2,0004A08B,1,2000:40004:8081:6
764,finite_exact,2,14399,8,2,255,1,FFFFA084,1,2000:FFFF0000:8081:3
765,finite_exact,2,14399,8,58982,1024,32768,0003F8E4,1,2000:238E2:2000:18002
766,finite_saturation,2,14399,255,1,2,0,FFFFFFFE,1,101:1FFFE0000:400000:0
767,finite_exact,2,14399,31,3,65535,2,AAAA08C8,1,842:AAAA0000:80:6
768,finite_exact,2,14399,3,58982,255,65535,00060EB8,1,5555:238E2:8081:30000
769,finite_exact,2,14399,15,32767,255,32767,00061194,1,1111:40004:8081:17FFE
770,finite_exact,2,14399,15,65535,128,1,00031114,1,1111:20000:10000:3
771,finite_exact,2,14399,7,32767,255,32767,00062515,1,2492:40004:8081:17FFE
772,finite_exact,2,14399,31,32767,65535,1,000408C9,1,842:40004:80:3
773,finite_exact,2,14399,15,65535,257,2,00029097,1,1111:20000:7F80:6
774,finite_exact,2,14399,15,32768,257,2,00049093,1,1111:3FFFC:7F80:6
775,finite_saturation,2,14399,31,2,257,32768,FFFFFFFE,1,842:FFFF0000:7F80:18002
776,finite_exact,2,14399,15,65534,1,65535,00851113,1,1111:20002:800000:30000
777,finite_exact,2,14399,31,32768,255,2,000488C5,1,842:3FFFC:8081:6
778,finite_exact,2,14399,8,65535,1,2,00822006,1,2000:20000:800000:6
779,finite_exact,2,14399,3,65535,3,65535,00300000,1,5555:20000:2AAAAB:30000
780,finite_exact,2,14399,3,58982,1024,65535,0005AE37,1,5555:238E2:2000:30000
781,finite_saturation,2,14399,255,2,3,0,FFFFFFFE,1,101:FFFF0000:2AAAAB:0
782,finite_exact,2,14399,255,32767,1024,65534,00072102,1,101:40004:2000:2FFFD
783,finite_exact,2,14399,15,32767,257,65535,00079095,1,1111:40004:7F80:30000
784,finite_exact,2,14399,255,32767,255,65535,00078186,1,101:40004:8081:30000
785,finite_exact,2,14399,15,3,1,32768,AB2B9113,1,1111:AAAA0000:800000:18002
786,finite_exact,2,14399,8,2,1024,0,FFFF4000,1,2000:FFFF0000:2000:0
787,finite_exact,2,14399,16,3,1024,0,AAAA3000,1,1000:AAAA0000:2000:0
788,finite_saturation,2,14399,31,2,2,2,FFFFFFFE,1,842:FFFF0000:400000:6
789,finite_exact,2,14399,255,65535,3,1,002CABAF,1,101:20000:2AAAAB:3
790,finite_exact,2,14399,1,32768,256,1,00057FFF,1,10000:3FFFC:8000:3
791,finite_exact,2,14399,3,3,1024,65535,AAAD7555,1,5555:AAAA0000:2000:30000
792,finite_exact,3,0A2A5,16,65535,256,0,00018800,1,800:10000:8000:0
793,finite_exact,3,0A2A5,15,64225,384,328,0001645F,1,889:10539:5555:148
794,finite_exact,3,0A2A5,14,62914,512,655,0001565E,1,925:10AAA:4000:28F
795,finite_exact,3,0A2A5,13,61603,640,983,0001513A,1,9D9:11057:3333:3D7
796,finite_exact,3,0A2A5,12,60292,768,1311,000150B8,1,AAB:11643:2AAB:51F
797,finite_exact,3,0A2A5,11,58982,896,1638,0001530C,1,BA3:11C71:2492:666
798,finite_exact,3,0A2A5,10,57671,1024,1966,00015763,1,CCD:122E8:2000:7AE
799,finite_exact,3,0A2A5,9,56360,1152,2294,00015D4E,1,E39:129AD:1C72:8F6
800,finite_exact,3,0A2A5,8,55049,1280,2621,0001649B,1,1000:130C4:199A:A3D
801,finite_exact,3,0A2A5,7,53739,1408,2949,00016D46,1,1249:13832:1746:B85
802,finite_exact,3,0A2A5,6,52428,1536,3277,00017777,1,1555:14000:1555:CCD
803,finite_exact,3,0A2A5,5,51117,1664,3604,00018394,1,199A:14835:13B1:E14
804,infeasible_zero_key,3,0A2A5,0,65535,256,0,FFFFFFFF,0,
805,infeasible_zero_fidelity,3,0A2A5,1,0,256,0,FFFFFFFF,0,
806,infeasible_zero_rate,3,0A2A5,1,65535,0,0,FFFFFFFF,0,
807,infeasible_zero_key_fidelity_rate,3,0A2A5,0,0,0,65535,FFFFFFFF,0,
808,finite_saturation,3,0A2A5,1,1,1,65535,FFFFFFFE,1,8000:FFFF0000:800000:10000
809,finite_exact,3,0A2A5,1,2,1,65534,8080FFFF,1,8000:7FFF8000:800000:FFFF
810,finite_exact,3,0A2A5,1,65535,1,0,00818000,1,8000:10000:800000:0
811,finite_saturation,3,0A2A5,65535,1,65535,65535,FFFFFFFE,1,1:FFFF0000:80:10000
812,finite_exact,3,0A2A5,65535,65535,65535,0,00010081,1,1:10000:80:0
813,finite_exact,3,0A2A5,2,32768,128,32768,0003BFFF,1,4000:1FFFE:10000:8001
814,finite_exact,3,0A2A5,3,58982,256,6554,0001E0B6,1,2AAB:11C71:8000:199A
815,finite_exact,3,0A2A5,16,65535,65535,65535,00020880,1,800:10000:80:10000
816,finite_exact,3,0A2A5,4,32767,257,1,00029F83,1,2000:20002:7F80:1
817,finite_exact,3,0A2A5,8,65534,256,0,00019001,1,1000:10001:8000:0
818,finite_exact,3,0A2A5,16,32768,1024,32767,0002A7FD,1,800:1FFFE:2000:7FFF
819,finite_exact,3,0A2A5,1024,65534,128,65534,00030020,1,20:10001:10000:FFFF
820,finite_exact,3,0A2A5,8,32768,1,32767,00828FFD,1,1000:1FFFE:800000:7FFF
821,finite_exact,3,0A2A5,15,2,127,1,80008A8E,1,889:7FFF8000:10204:1
822,finite_exact,3,0A2A5,31,2,257,65534,800103A0,1,421:7FFF8000:7F80:FFFF
823,finite_exact,3,0A2A5,16,65535,1024,32768,0001A801,1,800:10000:2000:8001
824,finite_exact,3,0A2A5,1,65534,256,32768,00028002,1,8000:10001:8000:8001
825,finite_exact,3,0A2A5,1,3,65535,1,55558081,1,8000:55550000:80:1
826,finite_exact,3,0A2A5,8,65535,65535,2,00011082,1,1000:10000:80:2
827,finite_exact,3,0A2A5,1024,65535,1024,65535,00022020,1,20:10000:2000:10000
828,finite_saturation,3,0A2A5,3,1,257,32768,FFFFFFFE,1,2AAB:FFFF0000:7F80:8001
829,finite_exact,3,0A2A5,2,3,257,32767,55563F7F,1,4000:55550000:7F80:7FFF
830,finite_exact,3,0A2A5,255,32768,127,1,00030284,1,81:1FFFE:10204:1
831,finite_exact,3,0A2A5,2,32768,256,65535,0003BFFE,1,4000:1FFFE:8000:10000
832,finite_saturation,3,0A2A5,1,1,127,2,FFFFFFFE,1,8000:FFFF0000:10204:2
833,finite_saturation,3,0A2A5,15,1,1,65535,FFFFFFFE,1,889:FFFF0000:800000:10000
834,finite_exact,3,0A2A5,1024,2,127,32768,80010225,1,20:7FFF8000:10204:8001
835,finite_exact,3,0A2A5,1,32767,127,1,00038207,1,8000:20002:10204:1
836,finite_exact,3,0A2A5,65535,2,128,2,80008003,1,1:7FFF8000:10000:2
837,finite_exact,3,0A2A5,8,65534,256,32767,00021000,1,1000:10001:8000:7FFF
838,finite_exact,3,0A2A5,1024,32768,255,2,000280A1,1,20:1FFFE:8081:2
839,finite_exact,3,0A2A5,31,58982,127,65534,00032295,1,421:11C71:10204:FFFF
840,finite_exact,3,0A2A5,16,32767,3,65535,002DB2AD,1,800:20002:2AAAAB:10000
841,finite_exact,3,0A2A5,31,3,257,0,555583A1,1,421:55550000:7F80:0
842,finite_exact,3,0A2A5,255,65535,127,65534,00030284,1,81:10000:10204:FFFF
843,finite_exact,3,0A2A5,7,65535,65535,65535,000212C9,1,1249:10000:80:10000
844,finite_exact,3,0A2A5,15,65535,3,1,002BB335,1,889:10000:2AAAAB:1
845,finite_saturation,3,0A2A5,16,1,127,2,FFFFFFFE,1,800:FFFF0000:10204:2
846,finite_exact,3,0A2A5,1,65535,255,65534,00030080,1,8000:10000:8081:FFFF
847,finite_exact,3,0A2A5,15,32768,65535,32767,00028906,1,889:1FFFE:80:7FFF
848,finite_exact,3,0A2A5,4,3,2,32767,55959FFF,1,2000:55550000:400000:7FFF
849,finite_exact,3,0A2A5,7,2,1024,65534,8000B248,1,1249:7FFF8000:2000:FFFF
850,finite_exact,3,0A2A5,1024,65534,256,65535,00028021,1,20:10001:8000:10000
851,finite_saturation,3,0A2A5,15,1,256,65535,FFFFFFFE,1,889:FFFF0000:8000:10000
852,finite_exact,3,0A2A5,8,65534,1024,1,00013002,1,1000:10001:2000:1
853,finite_saturation,3,0A2A5,7,1,1024,65535,FFFFFFFE,1,1249:FFFF0000:2000:10000
854,finite_exact,3,0A2A5,15,3,255,0,5555890A,1,889:55550000:8081:0
855,finite_exact,3,0A2A5,7,1,255,1,FFFF92CB,1,1249:FFFF0000:8081:1
856,finite_exact,3,0A2A5,15,32768,65535,32767,00028906,1,889:1FFFE:80:7FFF
857,finite_exact,3,0A2A5,2,58982,1,65535,00825C71,1,4000:11C71:800000:10000
858,finite_exact,3,0A2A5,1024,2,128,0,80008020,1,20:7FFF8000:10000:0
859,finite_saturation,3,0A2A5,3,1,3,32767,FFFFFFFE,1,2AAB:FFFF0000:2AAAAB:7FFF
860,finite_exact,3,0A2A5,2,65534,128,1,00024002,1,4000:10001:10000:1
861,finite_exact,3,0A2A5,65535,65535,3,32767,002C2AAB,1,1:10000:2AAAAB:7FFF
862,finite_exact,3,0A2A5,65535,3,256,1,55558002,1,1:55550000:8000:1
863,finite_exact,3,0A2A5,31,32768,1,32767,0082841E,1,421:1FFFE:800000:7FFF
864,finite_exact,3,0A2A5,31,2,256,0,80000421,1,421:7FFF8000:8000:0
865,finite_exact,3,0A2A5,1024,3,127,32768,55568225,1,20:55550000:10204:8001
866,finite_exact,3,0A2A5,8,1,257,0,FFFF8F80,1,1000:FFFF0000:7F80:0
867,finite_exact,3,0A2A5,2,3,257,32767,55563F7F,1,4000:55550000:7F80:7FFF
868,finite_exact,3,0A2A5,7,2,3,65535,802B3CF4,1,1249:7FFF8000:2AAAAB:10000
869,finite_exact,3,0A2A5,2,58982,2,0,00415C71,1,4000:11C71:400000:0
870,finite_exact,3,0A2A5,1024,32768,65535,32768,0002809F,1,20:1FFFE:80:8001
871,finite_exact,3,0A2A5,15,65535,257,0,00018809,1,889:10000:7F80:0
872,finite_exact,3,0A2A5,4,32768,127,1,00032203,1,2000:1FFFE:10204:1
873,finite_exact,3,0A2A5,31,2,128,32767,80010420,1,421:7FFF8000:10000:7FFF
874,finite_exact,3,0A2A5,65535,2,257,65535,8000FF81,1,1:7FFF8000:7F80:10000
875,finite_exact,3,0A2A5,15,32768,1024,65535,00032887,1,889:1FFFE:2000:10000
876,finite_saturation,3,0A2A5,4,1,1,65535,FFFFFFFE,1,2000:FFFF0000:800000:10000
877,finite_exact,3,0A2A5,8,32767,65535,32768,00029083,1,1000:20002:80:8001
878,finite_exact,3,0A2A5,7,3,128,65534,55571248,1,1249:55550000:10000:FFFF
879,finite_exact,3,0A2A5,3,2,256,32768,8000AAAC,1,2AAB:7FFF8000:8000:8001
880,finite_exact,3,0A2A5,2,65534,257,2,0001BF83,1,4000:10001:7F80:2
881,finite_exact,3,0A2A5,31,3,1024,1,55552422,1,421:55550000:2000:1
882,finite_exact,3,0A2A5,2,2,128,65534,8001BFFF,1,4000:7FFF8000:10000:FFFF
883,finite_exact,3,0A2A5,8,65535,255,2,00019083,1,1000:10000:8081:2
884,finite_exact,3,0A2A5,8,2,2,65535,80409000,1,1000:7FFF8000:400000:10000
885,finite_exact,3,0A2A5,2,65534,256,65535,0002C001,1,4000:10001:8000:10000
886,finite_exact,3,0A2A5,8,32768,127,32767,00039201,1,1000:1FFFE:10204:7FFF
887,finite_exact,3,0A2A5,255,65534,255,2,00018105,1,81:10001:8081:2
888,finite_exact,3,0A2A5,65535,65535,3,0,002BAAAC,1,1:10000:2AAAAB:0
889,finite_exact,3,0A2A5,65535,32768,2,32768,00428000,1,1:1FFFE:400000:8001
890,finite_exact,3,0A2A5,1024,65534,128,65535,00030021,1,20:10001:10000:10000
891,finite_exact,3,0A2A5,65535,32768,1,0,0081FFFF,1,1:1FFFE:800000:0
892,finite_exact,3,0A2A5,15,65534,256,32768,0002088B,1,889:10001:8000:8001
893,finite_exact,3,0A2A5,16,65535,1024,0,00012800,1,800:10000:2000:0
894,finite_exact,3,0A2A5,31,65535,256,65535,00028421,1,421:10000:8000:10000
895,finite_exact,3,0A2A5,1,2,257,32768,8000FF81,1,8000:7FFF8000:7F80:8001
896,finite_exact,3,0A2A5,255,3,128,65534,55570080,1,81:55550000:10000:FFFF
897,finite_exact,3,0A2A5,2,32767,255,2,0002C085,1,4000:20002:8081:2
898,finite_saturation,3,0A2A5,31,1,1,1,FFFFFFFE,1,421:FFFF0000:800000:1
899,finite_exact,3,0A2A5,7,58982,2,32767,0041AEB9,1,1249:11C71:400000:7FFF
900,finite_exact,3,0A2A5,3,65534,257,32768,00022A2D,1,2AAB:10001:7F80:8001
901,finite_exact,3,0A2A5,65535,3,1024,65535,55562001,1,1:55550000:2000:10000
902,finite_exact,3,0A2A5,2,3,65535,2,55554082,1,4000:55550000:80:2
903,finite_saturation,3,0A2A5,1024,1,127,2,FFFFFFFE,1,20:FFFF0000:10204:2
904,finite_exact,3,0A2A5,4,65534,1,65535,00822001,1,2000:10001:800000:10000
905,finite_exact,3,0A2A5,1024,32767,1,32767,00828021,1,20:20002:800000:7FFF
906,finite_saturation,3,0A2A5,1024,1,2,2,FFFFFFFE,1,20:FFFF0000:400000:2
907,finite_exact,3,0A2A5,16,65534,3,0,002BB2AC,1,800:10001:2AAAAB:0
908,finite_exact,3,0A2A5,255,65534,257,32767,00020001,1,81:10001:7F80:7FFF
909,finite_exact,3,0A2A5,8,32768,127,32767,00039201,1,1000:1FFFE:10204:7FFF
910,finite_exact,3,0A2A5,31,58982,256,32767,00022091,1,421:11C71:8000:7FFF
