test_id,src_node,dst_node,time_now,f_min_q016,key_counts,f_init_q016,decay_idx,arrival_rate_q8_8,qber_q016,distance_cost_q16_16,candidate_paths,candidate_lens,expected_selected_path_id,expected_best_weight,expected_bottleneck_fidelity,expected_valid_path,tolerance,intent
R116_seeded_random,7,2,2116,57845,4|3|3|4|0|15|7|3,54331|51891|53137|44218|56475|63641|51891|47994,0|64|1|3|255|255|16|2,1600|300|1600|1024|1600|700|700|128,1311|3277|328|6554|9830|655|1311|328,515807|605760|2573671|2480969|1795398|599035|2519482|280243,4-6-3-2|5-7-0-0|4-15-0-0|4-0-0-0,4|2|2|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R117_seeded_random,0,1,2117,59404,3|3|3|2|3|1|0|0,40494|51562|36574|37456|39113|57260|46872|53860,128|128|2|128|2|255|8|32,300|512|512|300|300|300|900|511,9830|3277|3277|655|655|6554|655|655,1735530|3186830|2647502|1406041|1063410|1392117|1640311|2056894,7-0-0-0|9-2-5-1|4-0-0-0|0-0-0-0,2|4|1|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R118_seeded_random,5,5,2118,62580,1|15|8|8|7|7|7|4,62889|54176|63256|51481|57344|56430|53566|45828,64|128|255|255|32|128|255|3,1024|511|511|511|512|1024|1600|512,6554|6554|655|1311|9830|9830|6554|655,374605|1121375|3516832|3310664|3410438|733225|2704842|1087168,2-5-10-0|2-0-2-6|5-1-7-0|1-0-0-0,3|4|3|1,0,4294967295,0,0,0,random high-threshold regression
R119_seeded_random,6,2,2119,52971,2|5|5|6|10|12|1|6,63953|63270|61529|64593|63016|61071|61808|64679,8|8|4|1|0|2|2|3,700|300|300|1024|1024|512|1500|512,3277|5243|1311|655|1966|655|655|1966,1825995|1561962|1057280|610796|425553|1957666|1089107|492070,5-6-2-0|4-1-0-0|2-2-3-0|0-2-0-0,4|2|3|3,2,3033462,54297,1,0,random low-threshold arithmetic regression
R120_seeded_random,1,5,2120,49126,6|3|5|3|10|5|6|10,63381|61702|59672|62534|61252|63569|59736|64924,3|0|12|8|5|2|12|5,1800|512|511|512|1500|1024|1200|1024,5243|5243|1311|5243|3277|1311|5243|655,1914160|2242961|632914|1957763|1466441|968946|729612|475526,1-2-0-0|6-0-0-0|3-0-0-0|2-0-4-2,2|2|1|4,0,4294967295,0,0,0,random valid-biased regression
R121_seeded_random,2,0,2121,54542,0|4|8|7|8|15|8|8,47823|54942|59002|53803|51892|55690|47363|52579,16|8|0|8|32|16|32|128,1023|0|511|511|128|511|1600|511,328|655|655|655|655|1311|6554|3277,1762602|937370|3889399|425801|3679421|1235525|115319|681503,4-0-0-0|7-0-0-0|10-0-0-0|2-5-10-1,1|1|1|4,0,4294967295,0,0,0,random mixed valid/invalid regression
R122_seeded_random,6,4,2122,62025,0|2|1|0|3|2|0|1,45040|59481|45617|47224|40944|42178|54129|47343,8|32|32|16|255|128|8|255,511|1200|1200|100|0|511|100|100,9830|9830|3277|9830|9830|3277|6554|6554,2537100|1560725|455237|3079229|1741604|2830717|3190236|2038243,3-4-4-6|5-7-0-4|6-7-3-7|2-2-0-0,4|4|4|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R123_seeded_random,5,1,2123,63369,4|3|4|8|7|0|0|1,57722|58948|60383|45487|52061|63569|63531|47878,16|32|32|3|1|32|3|3,700|511|300|512|1024|511|512|1600,3277|328|3277|3277|6554|328|1311|9830,3355742|1151137|2160003|3475044|714014|1840205|705298|2885092,2-3-0-0|5-1-0-0|0-1-0-0|3-2-0-0,2|2|2|2,0,4294967295,0,0,0,random high-threshold regression
R124_seeded_random,6,7,2124,53411,15|1|8|6|4|15|15|12,63508|59784|63681|64822|63854|59190|65179|62330,0|0|8|8|1|12|12|5,1800|1023|1500|1500|1500|511|700|1500,655|655|1966|5243|1311|1311|328|1311,1292809|1487404|1689349|1308788|2045560|1775663|1591260|1197221,0-0-0-0|3-6-0-0|6-5-5-4|5-7-7-0,1|2|4|3,0,1322631,63507,1,0,random low-threshold arithmetic regression
R125_seeded_random,0,1,2125,46347,1|12|6|12|6|2|1|6,63324|63646|59928|62198|62714|61202|59115|60660,1|2|4|12|12|0|12|0,512|1800|1023|1023|1024|1024|300|512,328|1311|5243|1311|1966|328|1311|3277,1520303|2008352|601162|1845355|781920|360657|1120453|1145500,7-0-0-0|3-1-2-0|3-1-0-0|6-3-0-0,1|3|2|2,0,1215638,60659,1,0,random valid-biased regression
R126_seeded_random,1,5,2126,51356,7|8|8|0|4|8|8|8,47816|42706|47645|55446|63659|46723|42897|53865,64|3|16|128|1|8|0|32,128|700|1600|1023|0|511|511|512,328|1311|3277|655|3277|328|9830|9830,2126238|2646796|3516569|3049053|3367600|3674195|241644|514283,3-4-0-0|7-0-0-0|4-9-2-0|6-1-8-1,2|1|3|4,0,4294967295,0,0,0,random mixed valid/invalid regression
R127_seeded_random,4,3,2127,61598,0|0|0|0|0|2|2|1,52984|53088|48931|53916|51572|42795|50707|50272,32|32|8|8|2|32|0|8,1200|300|511|100|100|511|511|900,655|6554|9830|6554|6554|655|9830|3277,585949|1615691|1001732|1894992|2287608|1808171|1121801|2452816,0-0-0-0|5-6-0-0|7-1-0-0|1-4-0-0,0|3|2|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R128_seeded_random,2,5,2128,62260,8|4|4|1|8|0|8|15,52703|54928|47312|58263|52078|54940|42783|60913,3|16|2|64|64|32|64|64,511|300|700|300|511|512|0|1023,1311|3277|328|328|328|9830|1311|3277,2514308|3592445|3892268|2523766|1713579|646407|1091420|1821618,0-3-7-4|3-2-0-0|3-4-6-0|2-0-0-0,4|3|4|1,0,4294967295,0,0,0,random high-threshold regression
R129_seeded_random,4,6,2129,44910,6|15|5|15|4|8|5|1,60514|63059|60552|63425|61430|60535|62175|63315,4|5|0|1|4|8|5|4,1500|1200|700|1023|1200|1024|511|512,1966|3277|3277|5243|5243|1966|1311|1311,1913968|1084202|2100403|1432170|1313851|1988645|1326770|1029341,2-6-0-0|1-6-0-0|2-3-4-0|2-4-3-3,2|2|3|4,1,2665028,53180,1,0,random low-threshold arithmetic regression
R130_seeded_random,6,2,2130,55977,6|5|12|15|4|5|8|3,63200|60157|60692|63530|64044|62327|59877|62956,1|8|8|1|8|1|5|1,1500|700|1500|300|1200|1200|511|1500,1311|1966|3277|1966|1311|5243|655|1966,1533641|1730813|754974|450637|2253138|871090|2276915|409422,0-5-0-0|5-0-0-0|1-7-6-0|5-0-0-0,2|1|3|1,1,938976,60408,1,0,random valid-biased regression
R131_seeded_random,2,6,2131,50035,8|2|7|1|4|0|4|4,49153|47322|48227|48211|46395|47415|54300|46930,255|1|0|64|64|1|0|8,1600|700|512|300|1600|512|700|1024,3277|328|1311|655|3277|655|3277|655,1130529|2118263|3224823|2292799|2475102|669851|972050|2287317,2-8-10-0|2-0-0-0|0-0-0-0|2-6-5-0,4|1|0|3,0,4294967295,0,0,0,random mixed valid/invalid regression
R132_seeded_random,6,0,2132,56843,0|1|2|0|3|0|2|3,59231|50139|43675|42173|59169|34250|47757|51233,32|0|16|16|0|8|32|128,100|0|1200|900|512|300|900|900,9830|6554|655|9830|6554|655|655|6554,1836163|1822244|2902391|2607979|2484303|2485826|3239482|2384329,3-0-0-0|5-1-0-0|0-0-0-0|0-0-0-0,1|2|0|0,0,4294967295,0,0,0,random invalid/no-path stress regression
R133_seeded_random,7,2,2133,61281,7|7|0|8|3|7|7|3,44672|60988|54838|47721|57827|58333|55307|52579,64|0|32|16|16|128|16|128,511|1600|512|512|511|128|1023|128,655|3277|1311|3277|3277|6554|9830|655,1849532|3424942|3821316|491681|2394225|3051491|2365060|346982,2-3-1-0|7-0-0-0|6-1-0-0|6-0-0-0,4|1|2|1,0,4294967295,0,0,0,random high-threshold regression
R134_seeded_random,4,2,2134,43965,15|12|1|2|6|4|15|2,65080|61340|59484|63877|59945|65135|63932|63136,5|8|4|4|3|4|2|2,300|1200|1024|1200|1800|512|1024|300,3277|3277|328|655|1311|1311|655|1311,1100439|2161000|360941|762023|1076639|2281387|1135860|1539969,1-0-0-0|6-6-0-0|1-7-6-0|0-3-0-0,1|2|3|2,3,2084062,55664,1,0,random low-threshold arithmetic regression
R135_seeded_random,6,7,2135,48043,10|3|6|3|15|1|4|5,63638|60775|61481|62068|63682|60336|60315|59848,12|2|2|12|1|2|2|3,1800|1500|511|1200|1200|700|511|300,1966|5243|5243|655|1966|3277|3277|1311,1819112|385593|1562997|348607|1976262|595655|1476404|408316,5-7-0-0|5-3-0-0|6-0-3-0|5-7-0-0,3|2|3|2,3,1262459,54491,1,0,random valid-biased regression
R136_seeded_random,3,3,2136,58965,7|3|15|8|2|3|0|8,59955|57178|54167|56597|44017|43353|59992|54161,128|128|32|128|255|128|64|0,511|300|512|700|1024|1600|1024|300,3277|1311|328|1311|3277|1311|6554|9830,3419899|2912189|3330053|359086|132134|3706857|3146916|1327434,5-2-0-0|3-0-0-0|2-1-6-0|0-1-0-0,2|1|3|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R137_seeded_random,3,3,2137,56967,0|1|3|0|0|0|3|1,51710|34036|54540|43340|47213|56869|46350|58241,255|2|64|128|64|0|255|255,300|511|511|100|100|512|1200|512,655|9830|3277|6554|6554|9830|6554|9830,1441972|549102|3041247|1071399|2533823|2789976|1361231|2128902,0-0-0-0|5-4-0-0|6-6-0-0|6-1-6-0,0|2|2|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R138_seeded_random,2,4,2138,61508,0|7|7|0|15|3|15|3,64202|48163|51461|45437|48129|62799|48258|61188,0|2|8|128|1|8|16|128,0|0|512|128|511|1024|1600|0,1311|9830|655|9830|655|655|3277|328,3181259|3263929|900682|2054990|3317631|3455254|583403|2278302,0-0-0-0|0-0-0-0|6-0-0-0|1-6-0-0,1|1|1|2,0,4294967295,0,0,0,random high-threshold regression
R139_seeded_random,1,7,2139,43025,6|1|5|12|1|3|1|8,60459|61090|63045|60160|61276|59077|62402|59484,3|5|5|12|4|3|1|0,512|1800|512|1023|1024|700|1200|511,5243|328|1966|328|1311|3277|1311|3277,1987967|1343287|1416200|832020|1976413|2195550|1906040|1158747,7-0-0-0|6-0-0-0|5-2-0-0|6-0-0-0,1|2|2|2,0,1250581,59483,1,0,random low-threshold arithmetic regression
R140_seeded_random,4,4,2140,51763,1|1|8|15|15|1|12|15,63196|61672|65048|62087|62654|63745|59989|62855,5|4|1|4|1|4|5|1,1200|1024|1024|1024|511|1500|700|1200,3277|5243|5243|3277|655|1311|655|655,1692872|2138828|1656049|1291176|2285300|494265|567705|1294774,3-6-0-0|0-1-0-0|3-3-6-0|4-8-0-0,2|2|3|2,1,4111404,54053,1,0,random valid-biased regression
R141_seeded_random,4,4,2141,51234,2|3|4|4|8|0|3|0,50792|56673|58092|63730|64128|49823|46907|58620,64|128|2|128|255|16|8|1,0|128|511|1024|128|0|0|0,9830|6554|328|3277|655|328|1311|9830,398092|3459449|2270431|3477102|3396670|1805186|2947316|2208357,6-0-0-0|3-8-0-0|7-5-5-0|3-1-3-3,1|2|3|4,0,4294967295,0,0,0,random mixed valid/invalid regression
R142_seeded_random,7,0,2142,60887,0|0|2|2|0|0|3|2,40606|54426|58997|39668|48103|37392|45427|47594,128|2|32|128|128|64|8|16,1200|512|900|900|300|511|511|0,655|6554|655|3277|655|9830|3277|9830,2492098|1643978|3180484|568650|1736653|1860215|2661968|369137,0-0-0-0|0-2-0-4|2-2-0-0|5-10-0-0,0|4|2|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R143_seeded_random,6,1,2143,61468,4|2|0|15|1|3|7|2,54855|53002|51617|47059|43728|51669|47528|48352,32|64|0|0|3|8|1|8,1023|700|1024|1024|128|128|1024|1023,328|328|1311|3277|3277|1311|3277|9830,2221214|439855|258118|3775854|1081854|856216|1372816|837264,6-0-0-0|0-7-1-0|3-0-0-0|5-5-0-0,2|3|1|2,0,4294967295,0,0,0,random high-threshold regression
R144_seeded_random,6,6,2144,52350,15|12|1|6|6|12|6|8,63778|59484|64811|63481|60530|64380|63238|59708,5|5|0|5|12|5|4|3,300|1800|1024|1023|1800|300|300|1024,1966|5243|5243|1311|1966|328|3277|3277,337745|1329892|2112873|836834|453260|2169859|516820|605134,0-0-6-0|4-5-0-0|7-1-0-0|3-1-5-0,3|2|2|3,0,1574992,54551,1,0,random low-threshold arithmetic regression
R145_seeded_random,7,2,2145,49990,1|12|4|2|10|10|10|15,64769|62571|60945|59311|62758|60634|60883|59299,1|1|0|1|1|8|8|4,700|1024|511|700|300|512|1023|1500,3277|655|5243|5243|5243|655|5243|328,1696822|1184069|1387760|390882|1239654|1538094|812130|523072,7-7-3-0|3-0-0-0|5-0-0-0|1-0-0-0,3|1|1|1,1,498536,57485,1,0,random valid-biased regression
R146_seeded_random,3,3,2146,50802,4|0|1|15|0|2|2|4,50615|51887|57604|64861|49101|52982|62221|60764,128|16|3|0|255|255|16|3,0|0|0|512|0|512|512|300,9830|655|3277|6554|9830|328|3277|655,1660829|3327132|109631|3532972|2859136|513328|1709962|3868563,4-0-0-0|7-0-0-0|6-0-0-0|0-0-0-0,1|1|1|1,1,3992513,55325,1,0,random mixed valid/invalid regression
R147_seeded_random,7,3,2147,63422,0|0|3|0|2|0|1|0,44217|56235|44085|39981|34022|51855|51660|50823,2|32|255|2|32|0|32|8,511|900|511|300|900|900|512|511,9830|655|6554|3277|9830|9830|3277|6554,1481960|1001549|2241315|651990|2397444|1429633|692891|2049393,4-0-0-0|6-6-0-0|7-15-0-0|3-0-0-0,1|2|2|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R148_seeded_random,1,1,2148,59231,3|3|2|7|7|1|1|4,62425|50950|64265|59263|62448|56546|53707|55364,8|0|0|2|1|2|32|8,700|300|128|1600|1600|700|511|1023,328|1311|1311|6554|6554|3277|9830|6554,2539845|1469348|1351878|1065661|1693912|2600984|3795373|3105581,7-0-0-0|3-0-0-0|0-1-0-0|7-1-0-0,2|1|2|2,0,4294967295,0,0,0,random high-threshold regression
R149_seeded_random,5,5,2149,49983,10|15|5|5|12|12|4|8,60583|62472|60977|64020|61954|59815|60794|63292,3|4|12|8|1|4|12|0,1500|300|1023|512|700|1500|1200|512,655|5243|328|655|655|328|5243|5243,1162071|958937|1132571|1691546|754881|1833187|1647139|2148293,3-0-0-0|2-5-0-0|6-0-0-0|5-0-0-0,1|2|1|1,3,1948131,52785,1,0,random low-threshold arithmetic regression
R150_seeded_random,5,5,2150,49918,12|2|10|15|6|5|6|12,63904|61154|62640|61212|61793|62671|59302|64936,5|12|4|3|3|8|12|12,512|1200|1800|1500|1500|1500|700|300,5243|1311|5243|1966|1311|1966|1966|1311,436411|1350282|1968818|1392636|1193374|1011854|514835|2184345,6-0-0-0|3-5-0-0|5-0-0-0|8-1-7-0,1|2|1|3,0,4294967295,0,0,0,random valid-biased regression
R151_seeded_random,7,5,2151,56125,3|8|2|1|4|15|3|3,42630|45802|48058|45980|56283|55355|48646|50876,32|255|128|32|1|3|2|255,0|1600|300|128|300|700|128|512,9830|655|6554|655|3277|1311|328|655,2387006|2179966|3503183|307085|469170|2048742|3131836|3124188,9-0-0-0|5-2-0-2|0-0-0-0|1-0-0-0,1|4|1|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R152_seeded_random,2,4,2152,61267,1|0|1|0|0|0|1|0,49609|41617|40069|36139|54942|36268|53069|45445,8|16|64|16|2|2|8|8,511|511|300|300|1200|0|100|0,3277|655|9830|655|655|6554|3277|6554,2121403|584312|2743264|3025780|1753615|600918|2138729|690945,1-1-0-0|5-0-8-8|6-0-0-0|15-5-0-0,2|4|1|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R153_seeded_random,3,3,2153,61753,3|8|2|4|4|7|8|0,43212|54736|43150|52692|51196|60142|59258|46262,8|8|16|16|32|64|255|16,700|300|1023|128|128|512|1023|0,328|9830|1311|6554|328|6554|328|655,1132099|1659202|2852155|3245537|2889168|2852543|2455050|3768906,1-7-5-0|4-0-0-0|3-0-0-0|6-7-0-0,3|1|1|2,0,4294967295,0,0,0,random high-threshold regression
R154_seeded_random,5,6,2154,44219,2|8|1|15|12|1|3|8,59650|61299|59418|62086|61447|61985|60752|61280,12|8|8|2|3|0|12|2,300|511|1500|1200|511|1023|300|300,1966|328|328|5243|655|1311|655|3277,1592446|2036405|2186487|1115911|1764623|1615732|887778|821665,0-2-3-0|4-2-3-0|0-4-4-0|4-6-6-4,3|3|3|4,1,5458081,46274,1,0,random low-threshold arithmetic regression
R155_seeded_random,2,4,2155,53822,10|1|12|6|5|8|15|8,62316|63822|62705|63533|63286|62173|64017|61379,12|8|8|1|8|8|2|8,1200|512|1800|700|1500|1500|300|1023,3277|1311|1966|1311|5243|655|328|3277,1439819|1303205|1080319|2084708|466302|2257716|1753771|683958,2-0-0-0|7-0-0-0|7-1-0-0|7-3-4-0,1|1|2|3,0,4294967295,0,0,0,random valid-biased regression
R156_seeded_random,1,6,2156,56078,0|15|8|4|7|3|2|7,57352|57453|43979|58346|56478|63453|42739|49466,8|255|255|3|8|1|2|2,700|0|1023|700|1024|1024|1600|1023,9830|655|6554|1311|1311|1311|3277|1311,1433361|2089308|3512809|2778444|892327|635127|3912738|2955032,4-0-0-0|3-8-3-0|7-7-0-0|0-2-4-0,1|3|2|3,0,4294967295,0,0,0,random mixed valid/invalid regression
R157_seeded_random,7,2,2157,56808,0|2|1|0|0|3|3|1,57392|41084|40993|38054|55955|41596|49778|49535,16|8|2|255|2|0|0|32,512|512|512|1200|900|900|512|0,655|655|6554|9830|6554|9830|6554|655,2167487|1452029|944410|1580019|565006|488784|3059195|1622636,3-2-0-0|0-0-0-0|9-0-7-1|5-5-0-0,2|0|4|2,0,4294967295,0,0,0,random invalid/no-path stress regression
R158_seeded_random,2,7,2158,62257,3|2|1|3|3|1|2|15,45649|56358|63908|49817|60713|48019|57489|45979,8|0|3|255|0|16|0|128,1600|1024|1600|1024|1600|1024|1024|511,3277|9830|9830|328|655|6554|655|655,3546095|3197218|2150317|182646|2975313|769625|3241895|1378711,6-0-0-0|2-1-0-0|4-0-0-0|0-3-2-4,1|2|1|4,0,4294967295,0,0,0,random high-threshold regression
R159_seeded_random,1,7,2159,47607,2|4|8|6|10|4|5|3,59598|59969|63935|61011|62727|64785|62463|59467,0|3|4|2|12|4|2|2,300|700|1500|1800|1023|512|700|1024,5243|328|3277|328|1311|655|655|1966,693273|641837|529182|1160249|449441|954685|1709404|2118957,0-0-0-0|3-3-0-0|6-0-0-0|6-0-0-0,1|2|1|1,0,800415,59597,1,0,random low-threshold arithmetic regression
R160_seeded_random,6,7,2160,45951,5|4|5|12|12|5|5|5,61324|59595|61281|65036|62063|60200|63613|64881,1|4|0|12|1|2|4|2,1200|1500|512|1500|1023|700|1200|300,1966|5243|5243|1966|328|1311|1966|3277,1284951|1264767|1065193|330059|348222|1757987|865365|2280716,3-7-7-4|4-3-0-0|1-7-6-0|4-7-0-0,4|2|3|2,3,2777348,60152,1,0,random valid-biased regression
R161_seeded_random,2,0,2161,52197,4|1|0|0|4|7|2|15,49293|61264|44518|62596|57959|58638|42643|52946,16|255|255|128|255|16|2|128,300|700|511|511|511|0|700|1600,3277|9830|6554|1311|9830|1311|6554|9830,1506534|3241729|3792067|2787352|3478346|2742621|78159|3160911,4-8-3-0|7-8-7-0|6-0-0-0|1-0-0-0,3|3|1|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R162_seeded_random,7,7,2162,58626,1|0|2|1|3|1|1|2,35170|51720|39252|46794|45142|40991|53177|55291,32|8|0|32|64|2|8|2,900|511|300|511|1200|900|1200|512,655|3277|9830|655|6554|6554|9830|9830,609047|1868522|2918146|595865|2952765|2962891|1670733|2408662,5-2-0-0|2-0-0-0|7-2-3-5|8-6-1-0,2|1|4|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R163_seeded_random,1,2,2163,62559,0|3|15|2|8|4|8|0,48663|51652|55784|44535|51451|50224|48394|47937,64|2|32|0|16|64|8|0,1023|1600|512|1023|512|512|1024|1600,9830|9830|1311|328|655|6554|328|3277,994203|928694|1930148|1066295|998869|1499423|3075539|2693298,4-4-4-0|1-3-2-0|0-0-0-0|1-0-0-0,3|3|2|1,0,4294967295,0,0,0,random high-threshold regression
R164_seeded_random,6,1,2164,46273,6|10|3|15|6|2|12|10,61023|63054|59167|62943|59337|62107|63362|61146,1|4|8|8|8|4|1|0,1500|511|1023|1024|511|300|1023|1800,3277|1966|655|328|655|655|5243|5243,1421176|2095741|941051|1501640|1066145|1124994|738182|362259,7-6-0-0|6-1-0-0|0-0-0-0|6-2-0-0,2|2|1|2,0,1222293,61145,1,0,random low-threshold arithmetic regression
R165_seeded_random,1,1,2165,54367,6|15|12|1|6|15|10|10,62979|62648|59993|60283|61757|64373|63057|63134,0|2|12|2|1|1|0|8,1024|700|700|700|700|512|511|300,3277|5243|1966|328|655|655|5243|3277,1572481|1662430|2029422|963552|1938003|647798|980298|1330621,0-1-0-0|0-0-0-0|7-7-2-7|2-1-0-6,2|1|4|4,1,1615875,62978,1,0,random valid-biased regression
R166_seeded_random,6,2,2166,53031,15|1|15|3|0|7|3|7,59062|52333|64450|42776|57705|44703|45240|48953,3|128|64|32|255|1|0|64,512|1024|128|1600|0|128|1024|1024,3277|655|655|9830|9830|3277|655|1311,906501|234391|3684703|982978|3494557|712081|2315128|1458797,5-0-0-0|4-3-5-0|3-2-1-1|5-10-0-0,1|3|4|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R167_seeded_random,4,6,2167,59985,0|1|1|2|0|3|0|1,43586|41359|41882|49912|43631|44334|45791|37343,0|0|32|16|2|2|128|32,1200|900|0|900|300|300|100|512,3277|9830|9830|9830|655|6554|6554|3277,1050402|3110960|680615|2180013|3124862|1040725|2950451|2652669,3-9-10-0|3-0-0-0|4-0-0-0|5-2-1-0,4|1|1|3,0,4294967295,0,0,0,random invalid/no-path stress regression
R168_seeded_random,4,4,2168,62630,7|8|2|3|2|8|3|4,49531|59213|55660|47849|54829|47968|51836|57451,255|255|1|3|255|1|255|2,128|512|128|1024|300|0|1600|511,328|3277|1311|1311|1311|6554|3277|328,1158997|837290|864112|3713305|632865|3017357|1224932|197396,7-2-15-1|3-1-7-2|1-7-3-3|1-0-0-0,4|4|4|1,0,4294967295,0,0,0,random high-threshold regression
R169_seeded_random,0,7,2169,42650,2|2|6|4|8|8|5|3,61784|62950|64561|59009|61790|63564|62949|64079,3|5|12|0|1|12|3|4,511|1024|1024|1200|1200|511|1500|1023,5243|1966|1966|5243|1311|3277|328|655,1643521|864843|349855|1536052|1317176|1168352|1169616|2024732,6-1-0-0|3-1-0-0|4-1-4-0|0-5-0-0,2|2|3|2,0,2239311,53843,1,0,random low-threshold arithmetic regression
R170_seeded_random,6,6,2170,46228,5|3|5|6|5|6|12|5,64322|59706|59753|60059|61162|59517|62313|61872,3|12|1|12|2|2|4|3,1024|700|1024|1200|1200|1024|1023|511,5243|1311|655|1311|1311|328|1311|3277,977438|2280799|1323125|1397849|700697|2248489|1950191|1394616,0-0-6-7|2-3-4-0|3-0-0-0|2-2-5-0,4|3|1|3,3,5146127,55909,1,0,random valid-biased regression
R171_seeded_random,3,5,2171,53948,3|4|2|4|0|8|15|0,47555|47029|56658|61757|54883|45163|45469|53198,64|3|16|0|16|255|2|32,0|1600|300|700|512|300|300|700,328|328|6554|9830|1311|3277|655|655,1484895|477966|1816140|3328036|3347871|3248499|555833|2318896,0-0-0-0|1-4-0-0|2-0-0-0|4-0-0-0,1|2|1|1,0,4294967295,0,0,0,random mixed valid/invalid regression
R172_seeded_random,0,7,2172,56882,2|0|0|2|0|0|2|0,50306|34463|53741|57475|36706|39260|33817|59459,128|0|16|255|2|2|0|0,512|511|300|512|300|512|1200|0,9830|6554|6554|655|3277|655|9830|9830,2763289|3004514|1400497|705940|3160827|1297210|2594657|1009228,8-0-0-0|4-3-7-0|2-0-0-0|4-3-7-5,1|4|2|4,0,4294967295,0,0,0,random invalid/no-path stress regression
R173_seeded_random,3,2,2173,62831,2|8|15|7|4|3|3|3,49396|45790|61751|61765|60752|50314|51436|55720,128|2|1|64|3|16|8|255,0|511|512|511|512|1024|1024|1023,328|9830|1311|1311|3277|9830|1311|6554,312751|1764558|919744|3444759|1332497|550602|1504325|291957,0-1-2-1|2-0-0-0|7-1-1-0|0-3-1-0,4|1|3|3,0,4294967295,0,0,0,random high-threshold regression
R174_seeded_random,7,5,2174,49469,3|10|2|8|1|4|10|4,60384|60159|60442|63752|59878|65069|61778|63595,5|5|1|5|4|4|12|4,512|512|1800|1023|1024|511|300|700,1966|5243|328|1966|1311|655|1311|3277,509667|1997399|1765749|1556722|2023477|790435|985726|2158972,3-6-3-0|0-7-0-0|2-1-4-3|4-6-0-0,3|2|4|2,1,2922877,51648,1,0,random low-threshold arithmetic regression
R175_seeded_random,5,0,2175,56173,6|4|3|1|2|1|6|8,63041|61788|59675|64309|61463|63855|64293|64697,5|12|3|12|12|0|4|5,511|700|511|300|700|700|1500|1800,3277|5243|3277|3277|1966|655|655|1311,1579202|1424005|1446622|627232|344386|1230248|683994|946051,2-6-0-0|5-0-0-0|7-0-0-0|9-0-0-0,2|1|1|1,1,1294158,63854,1,0,random valid-biased regression
R176_seeded_random,0,2,2176,54130,3|7|0|0|7|7|4|3,58636|63793|60365|43920|53037|62253|51025|50998,16|3|255|1|0|64|255|255,1023|1600|128|128|700|511|1600|511,6554|655|6554|3277|655|328|1311|655,3790037|875853|438821|2601422|3858652|2919438|3598811|3769397,2-0-0-0|0-0-0-0|4-7-3-0|0-2-0-0,1|0|3|2,0,4294967295,0,0,0,random mixed valid/invalid regression
R177_seeded_random,7,3,2177,61399,0|3|2|2|2|3|3|0,43811|45602|57568|34195|43167|44148|55215|51886,8|64|32|255|64|64|16|255,100|512|0|900|511|1200|512|300,3277|9830|3277|3277|3277|6554|655|9830,3185977|670597|2901241|1168026|1816149|1794472|829170|2638593,0-4-9-0|0-0-0-0|1-6-0-0|3-0-0-0,3|0|2|1,0,4294967295,0,0,0,random invalid/no-path stress regression
R178_seeded_random,0,5,2178,59165,2|7|4|7|8|2|0|7,59913|64375|57029|45167|53727|47310|55277|56304,3|3|128|3|3|2|32|2,1600|512|300|1600|1024|1023|300|128,328|1311|1311|3277|3277|328|1311|6554,3301885|940319|3653678|712612|987091|2719715|3798016|1060857,0-6-0-0|1-7-0-0|6-6-0-0|2-0-0-0,2|2|2|1,0,4294967295,0,0,0,random high-threshold regression
R179_seeded_random,1,2,2179,47345,4|6|15|12|4|8|15|3,61102|62065|60588|61089|60845|62516|60069|60002,8|0|3|0|1|4|3|2,300|1200|1500|511|1024|512|512|1023,1966|1966|3277|655|1311|328|1966|3277,586809|1037960|1491214|2054562|953320|731073|2201267|1120774,4-0-0-0|4-5-0-0|0-0-0-0|7-5-0-0,1|4|1|2,2,775301,47585,1,0,random low-threshold arithmetic regression
R180_seeded_random,5,7,2180,51224,15|4|8|5|2|10|12|2,60411|61874|61485|60180|59846|63778|61670|64278,1|0|5|0|12|4|0|0,1024|700|512|1500|1200|300|1024|1200,1311|328|3277|328|655|328|655|5243,546831|1848754|1213268|1947538|1042258|2272557|499064|1253520,4-0-0-0|4-2-5-0|0-7-1-4|4-4-1-0,1|3|4|3,0,4294967295,0,0,0,random valid-biased regression
R181_seeded_random,5,3,2181,51156,2|3|4|2|1|1|7|0,59210|47238|50087|56806|65070|64147|45469|55880,64|128|128|255|1|64|64|128,1600|128|512|0|128|1023|512|512,9830|6554|328|655|655|6554|328|655,81705|711793|227628|1098370|959144|643140|3069176|2409790,6-1-0-0|8-8-7-2|0-0-0-0|4-1-0-0,3|4|1|2,0,4294967295,0,0,0,random mixed valid/invalid regression
